source,raw_value,canonical_key,occurrences,domain_hints,match_tier,canonical_account_id,canonical_account_name,domain_group,match_method,match_evidence,competing_candidates
intro_requests.target_company_raw,Duncastle Hotels,duncastlehotels,2,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Duncastle Hotels' resembles CRM account 'Duncastle Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1029:Duncastle Holdings(72.0)
intro_requests.target_company_raw,Ellerby Semiconductor,ellerbysemiconductor,1,,B_probable_shared_domain_group,,,DG_ellerbysemi.com,normalized_name_exact_shared_domain,name 'ellerby semiconductor' matches 2 CRM records sharing one domain,"A91020:Ellerby Semiconductor, Inc.; A1020:Ellerby Semiconductor"
intro_requests.target_company_raw,Glasspoint Health,glasspointhealth,1,,B_probable_name_exact,A1017,Glasspoint Health,,normalized_name_exact,normalized name 'glasspoint health' matches one CRM account,
intro_requests.target_company_raw,Gravenhurst Motors,gravenhurstmotors,9,,B_probable_name_exact,A1041,Gravenhurst Motors,,normalized_name_exact,normalized name 'gravenhurst motors' matches one CRM account,
intro_requests.target_company_raw,Halcyon Grid,halcyongrid,2,,B_probable_name_exact,A1008,Halcyon Grid,,normalized_name_exact,normalized name 'halcyon grid' matches one CRM account,
intro_requests.target_company_raw,Harrowgate Health,harrowgatehealth,9,,B_probable_name_exact,A1050,Harrowgate Health,,normalized_name_exact,normalized name 'harrowgate health' matches one CRM account,
intro_requests.target_company_raw,Hollowbrook Grocers,hollowbrookgrocers,2,,B_probable_shared_domain_group,,,DG_hollowbrook.com,normalized_name_exact_shared_domain,name 'hollowbrook grocers' matches 2 CRM records sharing one domain,A1024:Hollowbrook Grocers; A91024:Hollowbrook Grocers Inc.
intro_requests.target_company_raw,Ironvale Steel,ironvalesteel,5,,B_probable_name_exact,A1009,Ironvale Steel,,normalized_name_exact,normalized name 'ironvale steel' matches one CRM account,
intro_requests.target_company_raw,Kestrel Airlines,kestrelairlines,1,,B_probable_name_exact,A1012,Kestrel Airlines,,normalized_name_exact,normalized name 'kestrel airlines' matches one CRM account,
intro_requests.target_company_raw,Kingsmere Retail Group,kingsmereretail,7,,E_unmatched,,,,no_candidate,'Kingsmere Retail Group' has no CRM account within similarity threshold,
intro_requests.target_company_raw,Larchmont Aerospace,larchmontaerospace,2,,B_probable_name_exact,A1042,Larchmont Aerospace,,normalized_name_exact,normalized name 'larchmont aerospace' matches one CRM account,
intro_requests.target_company_raw,Larkhall Software,larkhallsoftware,2,,B_probable_name_exact,A1022,Larkhall Software,,normalized_name_exact,normalized name 'larkhall software' matches one CRM account,
intro_requests.target_company_raw,Marchford Clinics,marchfordclinics,4,,B_probable_name_exact,A1018,Marchford Clinics,,normalized_name_exact,normalized name 'marchford clinics' matches one CRM account,
intro_requests.target_company_raw,Marlowe Freight Systems,marlowefreightsystems,1,,B_probable_name_exact,A1047,Marlowe Freight Systems,,normalized_name_exact,normalized name 'marlowe freight systems' matches one CRM account,
intro_requests.target_company_raw,Marrow Point Airways,marrowpointairways,4,,E_unmatched,,,,no_candidate,'Marrow Point Airways' has no CRM account within similarity threshold,
intro_requests.target_company_raw,Meridian Peak,meridianpeak,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Meridian Peak' resembles CRM account 'Meridian Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1034:Meridian Holdings(76.2)
intro_requests.target_company_raw,Meridian Peak Foods,meridianpeakfoods,2,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Meridian Peak Foods' resembles CRM account 'Meridian Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1034:Meridian Holdings(59.3)
intro_requests.target_company_raw,Northwind Freight,northwindfreight,5,,B_probable_name_exact,A1003,Northwind Freight,,normalized_name_exact,normalized name 'northwind freight' matches one CRM account,
intro_requests.target_company_raw,Nortonbury Logistics,nortonburylogistics,3,,B_probable_name_exact,A1039,Nortonbury Logistics,,normalized_name_exact,normalized name 'nortonbury logistics' matches one CRM account,
intro_requests.target_company_raw,Osric Networks,osricnetworks,3,,B_probable_name_exact,A1044,Osric Networks,,normalized_name_exact,normalized name 'osric networks' matches one CRM account,
intro_requests.target_company_raw,Pelham Beverage,pelhambeverage,1,,B_probable_name_exact,A1043,Pelham Beverage,,normalized_name_exact,normalized name 'pelham beverage' matches one CRM account,
intro_requests.target_company_raw,Pemberton Retail,pembertonretail,4,,B_probable_name_exact,A1023,Pemberton Retail,,normalized_name_exact,normalized name 'pemberton retail' matches one CRM account,
intro_requests.target_company_raw,Priorwood Chemicals,priorwoodchemicals,9,,B_probable_name_exact,A1030,Priorwood Chemicals,,normalized_name_exact,normalized name 'priorwood chemicals' matches one CRM account,
intro_requests.target_company_raw,Quillon Pharma,quillonpharma,2,,B_probable_name_exact,A1019,Quillon Pharma,,normalized_name_exact,normalized name 'quillon pharma' matches one CRM account,
intro_requests.target_company_raw,Ravensmoor Defense,ravensmoordefense,4,,B_probable_name_exact,A1031,Ravensmoor Defense,,normalized_name_exact,normalized name 'ravensmoor defense' matches one CRM account,
intro_requests.target_company_raw,Redtree Foods,redtreefoods,3,,E_unmatched,,,,no_candidate,'Redtree Foods' has no CRM account within similarity threshold,
intro_requests.target_company_raw,Sablefield Motors,sablefieldmotors,4,,B_probable_name_exact,A1005,Sablefield Motors,,normalized_name_exact,normalized name 'sablefield motors' matches one CRM account,
intro_requests.target_company_raw,Silverbrook,silverbrook,2,,D_ambiguous,,,,tied_fuzzy_candidates,'Silverbrook' ties between multiple CRM accounts at similarity 78.6,A91032:Silverbrook Paper Corp(78.6); A1032:Silverbrook Paper(78.6)
intro_requests.target_company_raw,Silverbrook Paper,silverbrookpaper,2,,B_probable_shared_domain_group,,,DG_silverbrookpaper.com,normalized_name_exact_shared_domain,name 'silverbrook paper' matches 2 CRM records sharing one domain,A91032:Silverbrook Paper Corp; A1032:Silverbrook Paper
intro_requests.target_company_raw,Strathmore Rail,strathmorerail,7,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Strathmore Rail' resembles CRM account 'Strathmore Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1026:Strathmore Holdings(80.0)
intro_requests.target_company_raw,Sundermere Bank,sundermerebank,1,,B_probable_name_exact,A1014,Sundermere Bank,,normalized_name_exact,normalized name 'sundermere bank' matches one CRM account,
intro_requests.target_company_raw,Tessellate Payments,tessellatepayments,1,,B_probable_name_exact,A1037,Tessellate Payments,,normalized_name_exact,normalized name 'tessellate payments' matches one CRM account,
intro_requests.target_company_raw,Thistledown Energy,thistledownenergy,5,,B_probable_name_exact,A1046,Thistledown Energy,,normalized_name_exact,normalized name 'thistledown energy' matches one CRM account,
intro_requests.target_company_raw,Thornbury,thornbury,2,,E_unmatched,,,,no_candidate,'Thornbury' has no CRM account within similarity threshold,
intro_requests.target_company_raw,Thornbury Financial,thornburyfinancial,2,,B_probable_name_exact,A1015,THORNBURYFINANCIAL,,normalized_name_exact,normalized name 'thornbury financial' matches one CRM account,
intro_requests.target_company_raw,Vantage Ridge Utilities,vantageridgeutilities,2,,B_probable_name_exact,A1007,Vantage Ridge Utilities,,normalized_name_exact,normalized name 'vantage ridge utilities' matches one CRM account,
intro_requests.target_company_raw,Vireo Systems,vireosystems,7,,E_unmatched,,,,no_candidate,'Vireo Systems' has no CRM account within similarity threshold,
intro_requests.target_company_raw,Volney Industrial Systems,volneyindustrialsystems,4,,B_probable_name_exact,A1049,Volney Industrial Systems,,normalized_name_exact,normalized name 'volney industrial systems' matches one CRM account,
intro_requests.target_company_raw,Wrenfield Robotics,wrenfieldrobotics,2,,B_probable_name_exact,A1036,WRENFIELDROBOTICS,,normalized_name_exact,normalized name 'wrenfield robotics' matches one CRM account,
intro_requests.target_company_raw,Yarrowdale Media,yarrowdalemedia,1,,B_probable_name_exact,A1028,Yarrowdale Media,,normalized_name_exact,normalized name 'yarrowdale media' matches one CRM account,
investor_network.portfolio_company,Apex Logistics Group,apexlogistics,1,,B_probable_shared_domain_group,,,DG_apexlogistics.com,normalized_name_exact_shared_domain,name 'apex logistics' matches 2 CRM records sharing one domain,"A91001:Apex Logistics, Inc.; A1001:Apex Logistics"
investor_network.portfolio_company,Bexley Bioworks,bexleybioworks,1,,B_probable_name_exact,A1045,Bexley Bioworks,,normalized_name_exact,normalized name 'bexley bioworks' matches one CRM account,
investor_network.portfolio_company,Blackwood Industrial,blackwoodindustrial,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Blackwood Industrial' resembles CRM account 'Blackwood Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1010:Blackwood Holdings(62.1)
investor_network.portfolio_company,Cindermill Mining,cindermillmining,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Cindermill Mining' resembles CRM account 'Cindermill Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1025:Cindermill Holdings(74.1)
investor_network.portfolio_company,Cobalt Lane Capital Markets,cobaltlanecapitalmarkets,1,,B_probable_name_exact,A1038,Cobalt Lane Capital Markets,,normalized_name_exact,normalized name 'cobalt lane capital markets' matches one CRM account,
investor_network.portfolio_company,Duncastle Hotels,duncastlehotels,5,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Duncastle Hotels' resembles CRM account 'Duncastle Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1029:Duncastle Holdings(72.0)
investor_network.portfolio_company,Ellerby Semiconductor,ellerbysemiconductor,4,,B_probable_shared_domain_group,,,DG_ellerbysemi.com,normalized_name_exact_shared_domain,name 'ellerby semiconductor' matches 2 CRM records sharing one domain,"A91020:Ellerby Semiconductor, Inc.; A1020:Ellerby Semiconductor"
investor_network.portfolio_company,Falkirk Shipping,falkirkshipping,2,,B_probable_name_exact,A1040,Falkirk Shipping,,normalized_name_exact,normalized name 'falkirk shipping' matches one CRM account,
investor_network.portfolio_company,Glasspoint Health,glasspointhealth,2,,B_probable_name_exact,A1017,Glasspoint Health,,normalized_name_exact,normalized name 'glasspoint health' matches one CRM account,
investor_network.portfolio_company,Gravenhurst Motors,gravenhurstmotors,2,,B_probable_name_exact,A1041,Gravenhurst Motors,,normalized_name_exact,normalized name 'gravenhurst motors' matches one CRM account,
investor_network.portfolio_company,Hollowbrook Grocers,hollowbrookgrocers,3,,B_probable_shared_domain_group,,,DG_hollowbrook.com,normalized_name_exact_shared_domain,name 'hollowbrook grocers' matches 2 CRM records sharing one domain,A1024:Hollowbrook Grocers; A91024:Hollowbrook Grocers Inc.
investor_network.portfolio_company,Ironvale Steel,ironvalesteel,2,,B_probable_name_exact,A1009,Ironvale Steel,,normalized_name_exact,normalized name 'ironvale steel' matches one CRM account,
investor_network.portfolio_company,Kestrel Airlines,kestrelairlines,2,,B_probable_name_exact,A1012,Kestrel Airlines,,normalized_name_exact,normalized name 'kestrel airlines' matches one CRM account,
investor_network.portfolio_company,Marlowe Freight Systems,marlowefreightsystems,2,,B_probable_name_exact,A1047,Marlowe Freight Systems,,normalized_name_exact,normalized name 'marlowe freight systems' matches one CRM account,
investor_network.portfolio_company,Meridian Peak Foods,meridianpeakfoods,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Meridian Peak Foods' resembles CRM account 'Meridian Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1034:Meridian Holdings(59.3)
investor_network.portfolio_company,Nortonbury Logistics,nortonburylogistics,4,,B_probable_name_exact,A1039,Nortonbury Logistics,,normalized_name_exact,normalized name 'nortonbury logistics' matches one CRM account,
investor_network.portfolio_company,Osric Networks,osricnetworks,3,,B_probable_name_exact,A1044,Osric Networks,,normalized_name_exact,normalized name 'osric networks' matches one CRM account,
investor_network.portfolio_company,Priorwood Chemicals,priorwoodchemicals,1,,B_probable_name_exact,A1030,Priorwood Chemicals,,normalized_name_exact,normalized name 'priorwood chemicals' matches one CRM account,
investor_network.portfolio_company,Quillon Pharma,quillonpharma,3,,B_probable_name_exact,A1019,Quillon Pharma,,normalized_name_exact,normalized name 'quillon pharma' matches one CRM account,
investor_network.portfolio_company,Redtree Foods,redtreefoods,2,,E_unmatched,,,,no_candidate,'Redtree Foods' has no CRM account within similarity threshold,
investor_network.portfolio_company,Strathmore Rail,strathmorerail,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Strathmore Rail' resembles CRM account 'Strathmore Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1026:Strathmore Holdings(80.0)
investor_network.portfolio_company,Vantage Ridge Utilities,vantageridgeutilities,1,,B_probable_name_exact,A1007,Vantage Ridge Utilities,,normalized_name_exact,normalized name 'vantage ridge utilities' matches one CRM account,
investor_network.portfolio_company,Vireo Systems,vireosystems,2,,E_unmatched,,,,no_candidate,'Vireo Systems' has no CRM account within similarity threshold,
investor_network.portfolio_company,Volney Industrial Systems,volneyindustrialsystems,4,,B_probable_name_exact,A1049,Volney Industrial Systems,,normalized_name_exact,normalized name 'volney industrial systems' matches one CRM account,
investor_network.portfolio_company,Wrenfield Robotics,wrenfieldrobotics,1,,B_probable_name_exact,A1036,WRENFIELDROBOTICS,,normalized_name_exact,normalized name 'wrenfield robotics' matches one CRM account,
investor_network.portfolio_company,Yarrowdale Media,yarrowdalemedia,1,,B_probable_name_exact,A1028,Yarrowdale Media,,normalized_name_exact,normalized name 'yarrowdale media' matches one CRM account,
investor_network.prior_employer,Blackwood Industrial,blackwoodindustrial,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Blackwood Industrial' resembles CRM account 'Blackwood Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1010:Blackwood Holdings(62.1)
investor_network.prior_employer,Brightmoor Energy,brightmoorenergy,1,,B_probable_shared_domain_group,,,DG_brightmoorenergy.com,normalized_name_exact_shared_domain,name 'brightmoor energy' matches 2 CRM records sharing one domain,A91006:Brightmoor Energy Inc; A1006:Brightmoor Energy
investor_network.prior_employer,Cindermill Mining,cindermillmining,1,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Cindermill Mining' resembles CRM account 'Cindermill Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1025:Cindermill Holdings(74.1)
investor_network.prior_employer,Ellerby Semiconductor,ellerbysemiconductor,1,,B_probable_shared_domain_group,,,DG_ellerbysemi.com,normalized_name_exact_shared_domain,name 'ellerby semiconductor' matches 2 CRM records sharing one domain,"A91020:Ellerby Semiconductor, Inc.; A1020:Ellerby Semiconductor"
investor_network.prior_employer,Gravenhurst Motors,gravenhurstmotors,1,,B_probable_name_exact,A1041,Gravenhurst Motors,,normalized_name_exact,normalized name 'gravenhurst motors' matches one CRM account,
investor_network.prior_employer,Harrowgate Health,harrowgatehealth,2,,B_probable_name_exact,A1050,Harrowgate Health,,normalized_name_exact,normalized name 'harrowgate health' matches one CRM account,
investor_network.prior_employer,Ironvale Steel,ironvalesteel,1,,B_probable_name_exact,A1009,Ironvale Steel,,normalized_name_exact,normalized name 'ironvale steel' matches one CRM account,
investor_network.prior_employer,Kingsmere Retail Group,kingsmereretail,1,,E_unmatched,,,,no_candidate,'Kingsmere Retail Group' has no CRM account within similarity threshold,
investor_network.prior_employer,Priorwood Chemicals,priorwoodchemicals,2,,B_probable_name_exact,A1030,Priorwood Chemicals,,normalized_name_exact,normalized name 'priorwood chemicals' matches one CRM account,
investor_network.prior_employer,Quillon Pharma,quillonpharma,2,,B_probable_name_exact,A1019,Quillon Pharma,,normalized_name_exact,normalized name 'quillon pharma' matches one CRM account,
investor_network.prior_employer,Redtree Foods,redtreefoods,2,,E_unmatched,,,,no_candidate,'Redtree Foods' has no CRM account within similarity threshold,
investor_network.prior_employer,Strathmore Rail,strathmorerail,3,,C_similar_but_distinct,,,,similar_name_conflicting_evidence,'Strathmore Rail' resembles CRM account 'Strathmore Holdings' but no domain or id evidence supports the same entity; treated as a distinct entity with no CRM record,A1026:Strathmore Holdings(80.0)
investor_network.prior_employer,Tessellate Payments,tessellatepayments,1,,B_probable_name_exact,A1037,Tessellate Payments,,normalized_name_exact,normalized name 'tessellate payments' matches one CRM account,
